cell,predictions,config,mse,nse
951,"2022-01-01    0.029382
2022-02-01    0.037715
2022-03-01    0.048507
2022-04-01    0.062308
2022-05-01    0.111963
2022-06-01    0.104420
2022-07-01    0.094777
2022-08-01    0.116216
2022-09-01    0.111794
2022-10-01    0.116968
2022-11-01    0.069821
2022-12-01    0.074902
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.002821978,0.306438753
952,"2022-01-01    0.038795
2022-02-01    0.054691
2022-03-01    0.050197
2022-04-01    0.050835
2022-05-01    0.093746
2022-06-01    0.088297
2022-07-01    0.096096
2022-08-01    0.101843
2022-09-01    0.051354
2022-10-01    0.114354
2022-11-01    0.036534
2022-12-01    0.044712
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 0, 12), 't']",0.00427802,0.10848301
953,"2022-01-01    0.014518
2022-02-01    0.046825
2022-03-01    0.061967
2022-04-01    0.056145
2022-05-01    0.093755
2022-06-01    0.108869
2022-07-01    0.079113
2022-08-01    0.109794
2022-09-01    0.050328
2022-10-01    0.124403
2022-11-01    0.013428
2022-12-01    0.009870
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'c']",0.002324878,0.37124528
954,"2022-01-01    0.042145
2022-02-01    0.036418
2022-03-01    0.040419
2022-04-01    0.047205
2022-05-01    0.078582
2022-06-01    0.124889
2022-07-01    0.083971
2022-08-01    0.088815
2022-09-01    0.054756
2022-10-01    0.098963
2022-11-01    0.032132
2022-12-01    0.036898
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 0, 12), 't']",0.002670239,0.300496684
955,"2022-01-01    0.028796
2022-02-01    0.029145
2022-03-01    0.046892
2022-04-01    0.054524
2022-05-01    0.092772
2022-06-01    0.085973
2022-07-01    0.060347
2022-08-01    0.079026
2022-09-01    0.075981
2022-10-01    0.077065
2022-11-01    0.032618
2022-12-01    0.023304
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'n']",0.002042275,0.245484605
956,"2022-01-01    0.028937
2022-02-01    0.030441
2022-03-01    0.050325
2022-04-01    0.058259
2022-05-01    0.096036
2022-06-01    0.079704
2022-07-01    0.062079
2022-08-01    0.080643
2022-09-01    0.084801
2022-10-01    0.075792
2022-11-01    0.037135
2022-12-01    0.024768
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 1, 2, 12), 'n']",0.002225362,0.212352427
957,"2022-01-01    0.023106
2022-02-01    0.026044
2022-03-01    0.049357
2022-04-01    0.061244
2022-05-01    0.099498
2022-06-01    0.079058
2022-07-01    0.063165
2022-08-01    0.081217
2022-09-01    0.082275
2022-10-01    0.074689
2022-11-01    0.037266
2022-12-01    0.025616
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'c']",0.001734057,0.1912827
958,"2022-01-01    0.033100
2022-02-01    0.043031
2022-03-01    0.053771
2022-04-01    0.066287
2022-05-01    0.089842
2022-06-01    0.083694
2022-07-01    0.063548
2022-08-01    0.081038
2022-09-01    0.076938
2022-10-01    0.077377
2022-11-01    0.045387
2022-12-01    0.040707
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 0, 2, 12), 'n']",0.001814813,0.250322992
959,"2022-01-01    0.032791
2022-02-01    0.041053
2022-03-01    0.051835
2022-04-01    0.066092
2022-05-01    0.092493
2022-06-01    0.090207
2022-07-01    0.063950
2022-08-01    0.078001
2022-09-01    0.084909
2022-10-01    0.074885
2022-11-01    0.042507
2022-12-01    0.040840
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'n']",0.003773717,0.211666003
960,"2022-01-01    0.013784
2022-02-01    0.060325
2022-03-01    0.036176
2022-04-01    0.094104
2022-05-01    0.175611
2022-06-01    0.146341
2022-07-01    0.075793
2022-08-01    0.091995
2022-09-01    0.068433
2022-10-01    0.064993
2022-11-01    0.044282
2022-12-01    0.067781
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (1, 0, 1, 12), 'ct']",0.007579731,0.196064418
961,"2022-01-01    0.018241
2022-02-01    0.025793
2022-03-01    0.050548
2022-04-01    0.047650
2022-05-01    0.093966
2022-06-01    0.086111
2022-07-01    0.062024
2022-08-01    0.062429
2022-09-01    0.089284
2022-10-01    0.061553
2022-11-01    0.035535
2022-12-01    0.021471
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 2, 12), 'c']",0.002047335,0.314311621
962,"2022-01-01    0.019569
2022-02-01    0.026693
2022-03-01    0.052772
2022-04-01    0.058984
2022-05-01    0.106844
2022-06-01    0.095361
2022-07-01    0.077117
2022-08-01    0.078089
2022-09-01    0.094033
2022-10-01    0.069148
2022-11-01    0.050497
2022-12-01    0.032070
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 1, 1, 12), 'n']",0.007388031,0.140810743
963,"2022-01-01    0.012600
2022-02-01    0.012712
2022-03-01    0.040949
2022-04-01    0.043206
2022-05-01    0.096377
2022-06-01    0.078650
2022-07-01    0.061871
2022-08-01    0.055185
2022-09-01    0.075355
2022-10-01    0.045507
2022-11-01    0.026987
2022-12-01    0.011637
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 2, 12), 'c']",0.001214931,0.30748361
964,"2022-01-01    0.024138
2022-02-01    0.022773
2022-03-01    0.066281
2022-04-01    0.032237
2022-05-01    0.192611
2022-06-01    0.165976
2022-07-01    0.092591
2022-08-01    0.126123
2022-09-01    0.035269
2022-10-01    0.024847
2022-11-01    0.018172
2022-12-01    0.006980
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.002659026,0.590869915
965,"2022-01-01    0.022142
2022-02-01    0.022111
2022-03-01    0.073712
2022-04-01    0.022859
2022-05-01    0.189154
2022-06-01    0.155551
2022-07-01    0.094742
2022-08-01    0.143461
2022-09-01    0.038196
2022-10-01    0.034913
2022-11-01    0.001237
2022-12-01    0.008192
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.003163718,0.613666922
966,"2022-01-01    0.037403
2022-02-01    0.023958
2022-03-01    0.098042
2022-04-01    0.026393
2022-05-01    0.189779
2022-06-01    0.148042
2022-07-01    0.112520
2022-08-01    0.123733
2022-09-01    0.054223
2022-10-01    0.061558
2022-11-01    0.017669
2022-12-01    0.025106
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.004307007,0.573217979
967,"2022-01-01    0.020497
2022-02-01    0.023267
2022-03-01    0.076114
2022-04-01    0.027821
2022-05-01    0.161158
2022-06-01    0.138053
2022-07-01    0.098093
2022-08-01    0.079947
2022-09-01    0.032251
2022-10-01    0.067826
2022-11-01   -0.001456
2022-12-01    0.011922
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.00498509,0.432065427
968,"2022-01-01    0.016019
2022-02-01    0.025449
2022-03-01    0.067109
2022-04-01    0.027820
2022-05-01    0.167770
2022-06-01    0.134158
2022-07-01    0.085303
2022-08-01    0.069285
2022-09-01    0.029593
2022-10-01    0.055239
2022-11-01   -0.001769
2022-12-01    0.012502
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.003095732,0.600216985
969,"2022-01-01    0.032235
2022-02-01    0.022195
2022-03-01    0.082178
2022-04-01    0.023625
2022-05-01    0.180105
2022-06-01    0.120829
2022-07-01    0.093967
2022-08-01    0.076868
2022-09-01    0.038533
2022-10-01    0.093481
2022-11-01    0.011613
2022-12-01    0.013879
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.000695467,0.835677987
970,"2022-01-01    0.034603
2022-02-01    0.020610
2022-03-01    0.078464
2022-04-01    0.023003
2022-05-01    0.169476
2022-06-01    0.117244
2022-07-01    0.107066
2022-08-01    0.065712
2022-09-01    0.035323
2022-10-01    0.109578
2022-11-01    0.013168
2022-12-01    0.013862
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.001290972,0.743122634
971,"2022-01-01    0.017521
2022-02-01    0.026540
2022-03-01    0.070207
2022-04-01    0.044579
2022-05-01    0.136474
2022-06-01    0.112091
2022-07-01    0.078445
2022-08-01    0.080703
2022-09-01    0.041466
2022-10-01    0.096420
2022-11-01    0.013510
2022-12-01    0.030477
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 0, 12), 'n']",0.002405614,0.583306938
972,"2022-01-01    0.015740
2022-02-01    0.023794
2022-03-01    0.078141
2022-04-01    0.024583
2022-05-01    0.174512
2022-06-01    0.121445
2022-07-01    0.095754
2022-08-01    0.076772
2022-09-01    0.021883
2022-10-01    0.083930
2022-11-01    0.004884
2022-12-01    0.009165
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.000322191,0.898259319
973,"2022-01-01    0.019439
2022-02-01    0.015027
2022-03-01    0.054985
2022-04-01    0.047559
2022-05-01    0.145564
2022-06-01    0.107712
2022-07-01    0.095310
2022-08-01    0.085814
2022-09-01    0.050682
2022-10-01    0.074145
2022-11-01    0.014795
2022-12-01    0.014655
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 1, 2, 12), 't']",0.0003234,0.875214508
974,"2022-01-01    0.017877
2022-02-01    0.005750
2022-03-01    0.054949
2022-04-01    0.057518
2022-05-01    0.134676
2022-06-01    0.111285
2022-07-01    0.095061
2022-08-01    0.078517
2022-09-01    0.045770
2022-10-01    0.075308
2022-11-01    0.022083
2022-12-01    0.024787
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 0, 2, 12), 'ct']",0.000467338,0.838931868
975,"2022-01-01    0.022746
2022-02-01    0.021488
2022-03-01    0.061349
2022-04-01    0.065445
2022-05-01    0.132508
2022-06-01    0.122477
2022-07-01    0.113914
2022-08-01    0.097988
2022-09-01    0.057396
2022-10-01    0.079577
2022-11-01    0.023796
2022-12-01    0.026327
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 1, 1, 12), 'c']",0.001225113,0.700806336
976,"2022-01-01    0.010037
2022-02-01    0.027269
2022-03-01    0.029235
2022-04-01    0.065663
2022-05-01    0.076157
2022-06-01    0.118404
2022-07-01    0.105846
2022-08-01    0.091256
2022-09-01    0.047475
2022-10-01    0.067852
2022-11-01    0.016924
2022-12-01    0.028949
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 0, 2, 12), 'c']",0.002688987,0.527916669
977,"2022-01-01    0.019063
2022-02-01    0.014710
2022-03-01    0.024852
2022-04-01    0.024802
2022-05-01    0.049650
2022-06-01    0.061825
2022-07-01    0.081493
2022-08-01    0.069253
2022-09-01    0.135706
2022-10-01    0.034373
2022-11-01    0.023687
2022-12-01    0.020809
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 1, 1, 12), 'c']",0.000824155,0.678210767
978,"2022-01-01    0.015036
2022-02-01    0.012436
2022-03-01    0.021671
2022-04-01    0.028659
2022-05-01    0.047025
2022-06-01    0.056111
2022-07-01    0.072416
2022-08-01    0.065364
2022-09-01    0.134419
2022-10-01    0.027706
2022-11-01    0.024074
2022-12-01    0.016967
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 'c']",0.001916687,0.479436903
979,"2022-01-01    0.022062
2022-02-01    0.017581
2022-03-01    0.032386
2022-04-01    0.033291
2022-05-01    0.057041
2022-06-01    0.067995
2022-07-01    0.077599
2022-08-01    0.071947
2022-09-01    0.143239
2022-10-01    0.047071
2022-11-01    0.035197
2022-12-01    0.021131
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 1, 12), 'n']",0.001564882,0.50496741
980,"2022-01-01    0.016643
2022-02-01    0.016403
2022-03-01    0.026317
2022-04-01    0.043403
2022-05-01    0.062929
2022-06-01    0.079721
2022-07-01    0.089521
2022-08-01    0.090059
2022-09-01    0.081565
2022-10-01    0.066609
2022-11-01    0.049340
2022-12-01    0.034340
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 0, 0, 12), 'c']",0.004416859,0.328919131
981,"2022-01-01    0.023883
2022-02-01    0.014757
2022-03-01    0.028473
2022-04-01    0.032966
2022-05-01    0.069963
2022-06-01    0.066660
2022-07-01    0.073595
2022-08-01    0.077225
2022-09-01    0.139620
2022-10-01    0.055693
2022-11-01    0.036753
2022-12-01    0.025118
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 2, 12), 'n']",0.005048526,0.309710858
982,"2022-01-01    0.027146
2022-02-01    0.014844
2022-03-01    0.036751
2022-04-01    0.039364
2022-05-01    0.085572
2022-06-01    0.072708
2022-07-01    0.050969
2022-08-01    0.075126
2022-09-01    0.132253
2022-10-01    0.050695
2022-11-01    0.051806
2022-12-01    0.033132
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'n']",0.002886311,0.328666287
983,"2022-01-01    0.041486
2022-02-01    0.031213
2022-03-01    0.053603
2022-04-01    0.031077
2022-05-01    0.153484
2022-06-01    0.135924
2022-07-01    0.081883
2022-08-01    0.073537
2022-09-01    0.090666
2022-10-01    0.044264
2022-11-01    0.063632
2022-12-01    0.031082
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 0, 12), 'c']",0.007335706,0.256313469
984,"2022-01-01    0.025114
2022-02-01    0.025207
2022-03-01    0.031997
2022-04-01    0.036299
2022-05-01    0.140445
2022-06-01    0.103178
2022-07-01    0.080776
2022-08-01    0.072802
2022-09-01    0.110184
2022-10-01    0.059177
2022-11-01    0.060929
2022-12-01    0.028227
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'c']",0.008152425,0.207380579
985,"2022-01-01    0.010277
2022-02-01    0.026582
2022-03-01    0.021054
2022-04-01    0.047693
2022-05-01    0.091101
2022-06-01    0.075445
2022-07-01    0.079227
2022-08-01    0.068551
2022-09-01    0.123798
2022-10-01    0.066970
2022-11-01    0.033487
2022-12-01    0.022596
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 1, 1, 12), 'n']",0.005540174,0.256574905
986,"2022-01-01    0.040185
2022-02-01    0.050506
2022-03-01    0.058350
2022-04-01    0.069704
2022-05-01    0.120341
2022-06-01    0.083750
2022-07-01    0.104788
2022-08-01    0.086729
2022-09-01    0.159281
2022-10-01    0.083691
2022-11-01    0.063390
2022-12-01    0.046873
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (1, 1, 2, 12), 'c']",0.005788823,0.311186024
987,"2022-01-01    0.037462
2022-02-01    0.030860
2022-03-01    0.053726
2022-04-01    0.059573
2022-05-01    0.114358
2022-06-01    0.080494
2022-07-01    0.075592
2022-08-01    0.073512
2022-09-01    0.156610
2022-10-01    0.085683
2022-11-01    0.047033
2022-12-01    0.035827
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'c']",0.005337448,0.344973486
988,"2022-01-01    0.026413
2022-02-01    0.025607
2022-03-01    0.049732
2022-04-01    0.056807
2022-05-01    0.108145
2022-06-01    0.071662
2022-07-01    0.075123
2022-08-01    0.072173
2022-09-01    0.149645
2022-10-01    0.087928
2022-11-01    0.038867
2022-12-01    0.026704
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'c']",0.003062765,0.49234874
989,"2022-01-01    0.028177
2022-02-01    0.019382
2022-03-01    0.039852
2022-04-01    0.051904
2022-05-01    0.098599
2022-06-01    0.079064
2022-07-01    0.057512
2022-08-01    0.071054
2022-09-01    0.141061
2022-10-01    0.083295
2022-11-01    0.036906
2022-12-01    0.027009
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 'c']",0.003575302,0.428539175
990,"2022-01-01    0.019622
2022-02-01    0.014542
2022-03-01    0.039828
2022-04-01    0.048226
2022-05-01    0.092336
2022-06-01    0.075828
2022-07-01    0.056116
2022-08-01    0.073604
2022-09-01    0.133811
2022-10-01    0.088021
2022-11-01    0.033141
2022-12-01    0.021159
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (2, 1, 1, 12), 'n']",0.00447162,0.335078624
991,"2022-01-01    0.031762
2022-02-01    0.028328
2022-03-01    0.051649
2022-04-01    0.058143
2022-05-01    0.106960
2022-06-01    0.092566
2022-07-01    0.068071
2022-08-01    0.092649
2022-09-01    0.133468
2022-10-01    0.094594
2022-11-01    0.043835
2022-12-01    0.028615
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 1, 1, 12), 'c']",0.004265926,0.303133892
992,"2022-01-01    0.044571
2022-02-01    0.043081
2022-03-01    0.061788
2022-04-01    0.071435
2022-05-01    0.121743
2022-06-01    0.116621
2022-07-01    0.097570
2022-08-01    0.106180
2022-09-01    0.117087
2022-10-01    0.138005
2022-11-01    0.059744
2022-12-01    0.053017
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 1, 2, 12), 'ct']",0.003966192,0.361485991
993,"2022-01-01    0.031777
2022-02-01    0.040360
2022-03-01    0.060429
2022-04-01    0.067766
2022-05-01    0.121963
2022-06-01    0.112239
2022-07-01    0.110812
2022-08-01    0.121128
2022-09-01    0.126010
2022-10-01    0.131998
2022-11-01    0.086077
2022-12-01    0.084784
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.00372918,0.356532985
994,"2022-01-01    0.035455
2022-02-01    0.036762
2022-03-01    0.054416
2022-04-01    0.075815
2022-05-01    0.114783
2022-06-01    0.110133
2022-07-01    0.067216
2022-08-01    0.091860
2022-09-01    0.110051
2022-10-01    0.101969
2022-11-01    0.051824
2022-12-01    0.034079
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'n']",0.002562104,0.246952618
995,"2022-01-01    0.047838
2022-02-01    0.066882
2022-03-01    0.053975
2022-04-01    0.057506
2022-05-01    0.100755
2022-06-01    0.096855
2022-07-01    0.110347
2022-08-01    0.116132
2022-09-01    0.052812
2022-10-01    0.115933
2022-11-01    0.038969
2022-12-01    0.056182
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 0, 12), 't']",0.003432188,0.143658777
996,"2022-01-01    0.043231
2022-02-01    0.046150
2022-03-01    0.044899
2022-04-01    0.050397
2022-05-01    0.093183
2022-06-01    0.109300
2022-07-01    0.110936
2022-08-01    0.122337
2022-09-01    0.053764
2022-10-01    0.123943
2022-11-01    0.036544
2022-12-01    0.051057
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 0, 12), 't']",0.002707721,0.353914062
997,"2022-01-01    0.037604
2022-02-01    0.041771
2022-03-01    0.047056
2022-04-01    0.051176
2022-05-01    0.083429
2022-06-01    0.116571
2022-07-01    0.098134
2022-08-01    0.104423
2022-09-01    0.059315
2022-10-01    0.141535
2022-11-01    0.036639
2022-12-01    0.047343
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 0, 2, 12), 'ct']",0.002310425,0.399449719
998,"2022-01-01    0.054092
2022-02-01    0.037380
2022-03-01    0.043555
2022-04-01    0.058424
2022-05-01    0.080030
2022-06-01    0.131289
2022-07-01    0.105194
2022-08-01    0.106971
2022-09-01    0.058603
2022-10-01    0.122787
2022-11-01    0.042829
2022-12-01    0.042194
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 0, 12), 't']",0.002104365,0.28055225
999,"2022-01-01    0.033981
2022-02-01    0.035907
2022-03-01    0.055669
2022-04-01    0.063541
2022-05-01    0.100589
2022-06-01    0.091306
2022-07-01    0.069136
2022-08-01    0.086350
2022-09-01    0.091239
2022-10-01    0.083749
2022-11-01    0.040015
2022-12-01    0.027990
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 2, 12), 'n']",0.001667145,0.256740971
1000,"2022-01-01    0.032219
2022-02-01    0.032518
2022-03-01    0.051459
2022-04-01    0.061283
2022-05-01    0.095838
2022-06-01    0.077719
2022-07-01    0.062198
2022-08-01    0.076954
2022-09-01    0.078457
2022-10-01    0.072612
2022-11-01    0.038481
2022-12-01    0.028602
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 0, 2, 12), 'n']",0.001773053,0.168680918
1001,"2022-01-01    0.027774
2022-02-01    0.031936
2022-03-01    0.054326
2022-04-01    0.063146
2022-05-01    0.104851
2022-06-01    0.084995
2022-07-01    0.064405
2022-08-01    0.078964
2022-09-01    0.089101
2022-10-01    0.078259
2022-11-01    0.036989
2022-12-01    0.025706
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (1, 1, 2, 12), 'c']",0.001549138,0.183487736
1002,"2022-01-01    0.025453
2022-02-01    0.030603
2022-03-01    0.048512
2022-04-01    0.065520
2022-05-01    0.105483
2022-06-01    0.089601
2022-07-01    0.067883
2022-08-01    0.076413
2022-09-01    0.083389
2022-10-01    0.074768
2022-11-01    0.035962
2022-12-01    0.028548
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 1, 2, 12), 'c']",0.003019713,0.192164096
1003,"2022-01-01    0.027276
2022-02-01    0.032024
2022-03-01    0.054728
2022-04-01    0.065134
2022-05-01    0.109073
2022-06-01    0.091175
2022-07-01    0.072419
2022-08-01    0.077572
2022-09-01    0.096584
2022-10-01    0.073106
2022-11-01    0.046396
2022-12-01    0.032361
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (1, 1, 1, 12), 'n']",0.0087948,0.135952315
1004,"2022-01-01    0.022661
2022-02-01    0.028826
2022-03-01    0.053872
2022-04-01    0.065623
2022-05-01    0.110369
2022-06-01    0.096355
2022-07-01    0.076747
2022-08-01    0.078671
2022-09-01    0.095510
2022-10-01    0.073145
2022-11-01    0.049552
2022-12-01    0.033608
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 1, 1, 12), 'n']",0.005993233,0.188450186
1005,"2022-01-01    0.023479
2022-02-01    0.030891
2022-03-01    0.056164
2022-04-01    0.065962
2022-05-01    0.108207
2022-06-01    0.099341
2022-07-01    0.081069
2022-08-01    0.080434
2022-09-01    0.097232
2022-10-01    0.074499
2022-11-01    0.049402
2022-12-01    0.033469
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'n']",0.005938306,0.119571281
1006,"2022-01-01    0.033480
2022-02-01    0.028408
2022-03-01    0.056220
2022-04-01    0.061790
2022-05-01    0.167825
2022-06-01    0.117971
2022-07-01    0.083838
2022-08-01    0.096003
2022-09-01    0.059995
2022-10-01    0.057405
2022-11-01    0.050612
2022-12-01    0.043247
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 0, 0, 12), 't']",0.006002898,0.174433666
1007,"2022-01-01    0.020477
2022-02-01    0.023377
2022-03-01    0.058003
2022-04-01    0.048302
2022-05-01    0.198834
2022-06-01    0.159187
2022-07-01    0.080696
2022-08-01    0.094367
2022-09-01    0.032767
2022-10-01    0.031242
2022-11-01    0.015730
2022-12-01    0.007869
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'c']",0.00440599,0.378095284
1008,"2022-01-01    0.018433
2022-02-01    0.020985
2022-03-01    0.065832
2022-04-01    0.039151
2022-05-01    0.192743
2022-06-01    0.165431
2022-07-01    0.089477
2022-08-01    0.100934
2022-09-01    0.030731
2022-10-01    0.032216
2022-11-01    0.000668
2022-12-01    0.007175
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'n']",0.00580654,0.385045314
1009,"2022-01-01    0.018770
2022-02-01    0.024036
2022-03-01    0.075020
2022-04-01    0.033916
2022-05-01    0.184877
2022-06-01    0.143855
2022-07-01    0.092525
2022-08-01    0.087757
2022-09-01    0.032794
2022-10-01    0.063535
2022-11-01    0.002455
2022-12-01    0.009829
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'n']",0.0042886,0.500876214
1010,"2022-01-01    0.033098
2022-02-01    0.022097
2022-03-01    0.090670
2022-04-01    0.033080
2022-05-01    0.172326
2022-06-01    0.148198
2022-07-01    0.111028
2022-08-01    0.077353
2022-09-01    0.045405
2022-10-01    0.090704
2022-11-01    0.018349
2022-12-01    0.021220
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.006813592,0.402595239
1011,"2022-01-01    0.019303
2022-02-01    0.024086
2022-03-01    0.070312
2022-04-01    0.035764
2022-05-01    0.152560
2022-06-01    0.118327
2022-07-01    0.090515
2022-08-01    0.075913
2022-09-01    0.027339
2022-10-01    0.068692
2022-11-01   -0.001697
2022-12-01    0.013156
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.003062691,0.563813063
1012,"2022-01-01    0.020729
2022-02-01    0.022973
2022-03-01    0.074799
2022-04-01    0.030234
2022-05-01    0.160403
2022-06-01    0.131435
2022-07-01    0.087064
2022-08-01    0.066430
2022-09-01    0.028925
2022-10-01    0.082918
2022-11-01   -0.001638
2022-12-01    0.010865
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'n']",0.000870913,0.789308512
1013,"2022-01-01    0.021104
2022-02-01    0.022289
2022-03-01    0.067696
2022-04-01    0.029333
2022-05-01    0.158595
2022-06-01    0.129913
2022-07-01    0.096192
2022-08-01    0.064272
2022-09-01    0.024744
2022-10-01    0.087414
2022-11-01   -0.001637
2022-12-01    0.009248
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.00153316,0.719107702
1014,"2022-01-01    0.019329
2022-02-01    0.022533
2022-03-01    0.068953
2022-04-01    0.024498
2022-05-01    0.164347
2022-06-01    0.122419
2022-07-01    0.097709
2022-08-01    0.084997
2022-09-01    0.024006
2022-10-01    0.082729
2022-11-01    0.001471
2022-12-01    0.009623
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.00182898,0.708850174
1015,"2022-01-01    0.018205
2022-02-01    0.023508
2022-03-01    0.084314
2022-04-01    0.027591
2022-05-01    0.157706
2022-06-01    0.124406
2022-07-01    0.116623
2022-08-01    0.077791
2022-09-01    0.026812
2022-10-01    0.095751
2022-11-01    0.010778
2022-12-01    0.010124
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.001365873,0.729111606
1016,"2022-01-01    0.013000
2022-02-01    0.034518
2022-03-01    0.080646
2022-04-01    0.027729
2022-05-01    0.162608
2022-06-01    0.120615
2022-07-01    0.100642
2022-08-01    0.065884
2022-09-01    0.027568
2022-10-01    0.072396
2022-11-01    0.008154
2022-12-01    0.010417
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'n']",0.000481445,0.849728012
