cell,predictions,config,mse,nse
458,"2022-01-01    0.018177
2022-02-01    0.012009
2022-03-01    0.016701
2022-04-01    0.031171
2022-05-01    0.074837
2022-06-01    0.105262
2022-07-01    0.119607
2022-08-01    0.065481
2022-09-01    0.061539
2022-10-01    0.065097
2022-11-01    0.032163
2022-12-01    0.021459
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 1, 2, 12), 'ct']",0.000534396,0.766952352
459,"2022-01-01    0.011526
2022-02-01    0.010607
2022-03-01    0.015250
2022-04-01    0.020749
2022-05-01    0.066707
2022-06-01    0.101138
2022-07-01    0.109726
2022-08-01    0.067685
2022-09-01    0.063646
2022-10-01    0.057296
2022-11-01    0.022736
2022-12-01    0.019084
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",0.000490615,0.758849485
460,"2022-01-01    0.003950
2022-02-01    0.005417
2022-03-01    0.022865
2022-04-01    0.017846
2022-05-01    0.051879
2022-06-01    0.076562
2022-07-01    0.081038
2022-08-01    0.048371
2022-09-01    0.048483
2022-10-01    0.060600
2022-11-01    0.011242
2022-12-01    0.003179
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 't']",0.000833075,0.510100527
461,"2022-01-01    0.011277
2022-02-01    0.011645
2022-03-01    0.020066
2022-04-01    0.024393
2022-05-01    0.050170
2022-06-01    0.054853
2022-07-01    0.088534
2022-08-01    0.077058
2022-09-01    0.077435
2022-10-01    0.054361
2022-11-01    0.016485
2022-12-01    0.013400
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 1, 2, 12), 'n']",0.003353478,0.348527582
462,"2022-01-01    0.021719
2022-02-01    0.021055
2022-03-01    0.047540
2022-04-01    0.016608
2022-05-01    0.056651
2022-06-01    0.069728
2022-07-01    0.145030
2022-08-01    0.061763
2022-09-01    0.053091
2022-10-01    0.044503
2022-11-01    0.014420
2022-12-01    0.014917
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (1, 1, 0, 12), 'ct']",0.002605306,0.475539013
463,"2022-01-01    0.013002
2022-02-01    0.016997
2022-03-01    0.021175
2022-04-01    0.029567
2022-05-01    0.055839
2022-06-01    0.057875
2022-07-01    0.092858
2022-08-01    0.081256
2022-09-01    0.065141
2022-10-01    0.052813
2022-11-01    0.016744
2022-12-01    0.014208
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 1, 1, 12), 'n']",0.002162419,0.505451416
464,"2022-01-01    0.016734
2022-02-01    0.019771
2022-03-01    0.023418
2022-04-01    0.034099
2022-05-01    0.060205
2022-06-01    0.061559
2022-07-01    0.099096
2022-08-01    0.089373
2022-09-01    0.073061
2022-10-01    0.058987
2022-11-01    0.022794
2022-12-01    0.020273
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 1, 2, 12), 'c']",0.001138209,0.642612619
465,"2022-01-01    0.015766
2022-02-01    0.016698
2022-03-01    0.022920
2022-04-01    0.030461
2022-05-01    0.056129
2022-06-01    0.052778
2022-07-01    0.105432
2022-08-01    0.078795
2022-09-01    0.072165
2022-10-01    0.050419
2022-11-01    0.016219
2022-12-01    0.014385
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 'c']",0.002049544,0.549932981
466,"2022-01-01    0.011702
2022-02-01    0.028158
2022-03-01    0.027268
2022-04-01    0.014448
2022-05-01    0.057073
2022-06-01    0.054472
2022-07-01    0.140521
2022-08-01    0.045070
2022-09-01    0.034452
2022-10-01    0.047738
2022-11-01    0.005213
2022-12-01    0.012546
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 0, 12), 'n']",0.002313961,0.594274015
467,"2022-01-01    0.022888
2022-02-01    0.030533
2022-03-01    0.034796
2022-04-01    0.013577
2022-05-01    0.061289
2022-06-01    0.047914
2022-07-01    0.173797
2022-08-01    0.047250
2022-09-01    0.044191
2022-10-01    0.058169
2022-11-01    0.013174
2022-12-01    0.015211
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 0, 12), 'c']",0.001763104,0.651635469
468,"2022-01-01    0.014167
2022-02-01    0.024632
2022-03-01    0.020244
2022-04-01    0.015858
2022-05-01    0.056600
2022-06-01    0.043556
2022-07-01    0.177820
2022-08-01    0.070489
2022-09-01    0.052148
2022-10-01    0.055616
2022-11-01    0.007121
2022-12-01    0.010720
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 1, 2, 12), 'c']",0.001288929,0.743928823
469,"2022-01-01    0.029654
2022-02-01    0.019964
2022-03-01    0.031178
2022-04-01    0.016036
2022-05-01    0.026893
2022-06-01    0.052634
2022-07-01    0.090331
2022-08-01    0.116836
2022-09-01    0.126400
2022-10-01    0.044660
2022-11-01    0.032536
2022-12-01    0.019535
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 2, 12), 'c']",0.00106777,0.742580492
470,"2022-01-01    0.020030
2022-02-01    0.021040
2022-03-01    0.022911
2022-04-01    0.016720
2022-05-01    0.022539
2022-06-01    0.050446
2022-07-01    0.104967
2022-08-01    0.105816
2022-09-01    0.109383
2022-10-01    0.044032
2022-11-01    0.031976
2022-12-01    0.019000
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 1, 2, 12), 'n']",0.002162771,0.552071777
471,"2022-01-01    0.006845
2022-02-01    0.006534
2022-03-01    0.012803
2022-04-01    0.011661
2022-05-01    0.017738
2022-06-01    0.052622
2022-07-01    0.085125
2022-08-01    0.072860
2022-09-01    0.109156
2022-10-01    0.031752
2022-11-01    0.018018
2022-12-01    0.014984
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 0, 2, 12), 'c']",0.000951444,0.723679557
472,"2022-01-01    0.008901
2022-02-01    0.008054
2022-03-01    0.012884
2022-04-01    0.007898
2022-05-01    0.017573
2022-06-01    0.051928
2022-07-01    0.081101
2022-08-01    0.071794
2022-09-01    0.095071
2022-10-01    0.024231
2022-11-01    0.024853
2022-12-01    0.010051
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 1, 1, 12), 'c']",0.000274774,0.860812317
473,"2022-01-01    0.014813
2022-02-01    0.016095
2022-03-01    0.015909
2022-04-01    0.017700
2022-05-01    0.030091
2022-06-01    0.059583
2022-07-01    0.103686
2022-08-01    0.081640
2022-09-01    0.105813
2022-10-01    0.033906
2022-11-01    0.028126
2022-12-01    0.014318
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (0, 1, 2, 12), 'n']",0.000880417,0.761906141
474,"2022-01-01    0.008151
2022-02-01    0.013723
2022-03-01   -0.000652
2022-04-01    0.021469
2022-05-01    0.023298
2022-06-01    0.067175
2022-07-01    0.094256
2022-08-01    0.084290
2022-09-01    0.091691
2022-10-01    0.034710
2022-11-01    0.016630
2022-12-01    0.011755
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 1, 12), 'c']",0.000111474,0.934980124
475,"2022-01-01    0.014358
2022-02-01    0.011461
2022-03-01    0.013507
2022-04-01    0.030253
2022-05-01    0.042393
2022-06-01    0.073493
2022-07-01    0.103411
2022-08-01    0.098065
2022-09-01    0.116403
2022-10-01    0.037646
2022-11-01    0.026041
2022-12-01    0.019027
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 1, 2, 12), 'n']",0.00055898,0.781321397
476,"2022-01-01    0.012383
2022-02-01    0.005557
2022-03-01    0.008211
2022-04-01    0.013336
2022-05-01    0.042958
2022-06-01    0.055305
2022-07-01    0.093020
2022-08-01    0.083927
2022-09-01    0.094930
2022-10-01    0.024784
2022-11-01    0.019724
2022-12-01    0.007791
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'c']",0.000221641,0.857160931
477,"2022-01-01    0.012628
2022-02-01    0.005616
2022-03-01    0.009212
2022-04-01    0.010596
2022-05-01    0.037291
2022-06-01    0.056409
2022-07-01    0.089815
2022-08-01    0.096617
2022-09-01    0.091854
2022-10-01    0.025989
2022-11-01    0.020596
2022-12-01    0.011707
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (2, 1, 2, 12), 'c']",0.000224455,0.87680141
478,"2022-01-01    0.006869
2022-02-01    0.006736
2022-03-01    0.004748
2022-04-01    0.009172
2022-05-01    0.032562
2022-06-01    0.054444
2022-07-01    0.085306
2022-08-01    0.096535
2022-09-01    0.085459
2022-10-01    0.021832
2022-11-01    0.014505
2022-12-01    0.007143
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (1, 1, 2, 12), 'c']",0.00030032,0.829359948
479,"2022-01-01    0.010786
2022-02-01    0.017658
2022-03-01    0.008605
2022-04-01    0.018987
2022-05-01    0.035791
2022-06-01    0.061563
2022-07-01    0.086713
2022-08-01    0.103628
2022-09-01    0.090672
2022-10-01    0.036225
2022-11-01    0.023623
2022-12-01    0.020309
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 1, 2, 12), 'c']",0.000734456,0.685354185
480,"2022-01-01    0.017107
2022-02-01    0.012611
2022-03-01    0.014408
2022-04-01    0.014934
2022-05-01    0.038803
2022-06-01    0.061760
2022-07-01    0.086916
2022-08-01    0.090807
2022-09-01    0.089870
2022-10-01    0.035080
2022-11-01    0.025824
2022-12-01    0.019757
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 1, 12), 'n']",0.002585207,0.474128205
481,"2022-01-01    0.033160
2022-02-01    0.045731
2022-03-01    0.030344
2022-04-01    0.043346
2022-05-01    0.111120
2022-06-01    0.104590
2022-07-01    0.096784
2022-08-01    0.170762
2022-09-01    0.056574
2022-10-01    0.067410
2022-11-01    0.054200
2022-12-01    0.074104
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 'ct']",0.005569024,0.336504236
482,"2022-01-01    0.023639
2022-02-01    0.042368
2022-03-01    0.031152
2022-04-01    0.039743
2022-05-01    0.055633
2022-06-01    0.079084
2022-07-01    0.102414
2022-08-01    0.127612
2022-09-01    0.117200
2022-10-01    0.055295
2022-11-01    0.048206
2022-12-01    0.046590
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'n']",0.004787663,0.44369315
483,"2022-01-01    0.008523
2022-02-01    0.009117
2022-03-01    0.007548
2022-04-01    0.017301
2022-05-01    0.047540
2022-06-01    0.075074
2022-07-01    0.053921
2022-08-01    0.069749
2022-09-01    0.066263
2022-10-01    0.036036
2022-11-01    0.016455
2022-12-01    0.019484
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (0, 1, 2, 12), 'ct']",0.000499763,0.571014562
484,"2022-01-01    0.013210
2022-02-01    0.010571
2022-03-01    0.013303
2022-04-01    0.014627
2022-05-01    0.032783
2022-06-01    0.059492
2022-07-01    0.084126
2022-08-01    0.090361
2022-09-01    0.096167
2022-10-01    0.038098
2022-11-01    0.023262
2022-12-01    0.016356
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'n']",0.004017723,0.39064682
485,"2022-01-01    0.022566
2022-02-01    0.015344
2022-03-01    0.018115
2022-04-01    0.016446
2022-05-01    0.038324
2022-06-01    0.067178
2022-07-01    0.088593
2022-08-01    0.089873
2022-09-01    0.084117
2022-10-01    0.044789
2022-11-01    0.023385
2022-12-01    0.017125
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 1, 12), 'n']",0.002807066,0.431706162
486,"2022-01-01    0.022911
2022-02-01    0.016006
2022-03-01    0.018359
2022-04-01    0.017597
2022-05-01    0.030002
2022-06-01    0.057871
2022-07-01    0.094119
2022-08-01    0.105264
2022-09-01    0.094837
2022-10-01    0.048561
2022-11-01    0.023958
2022-12-01    0.016046
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (2, 1, 2, 12), 'n']",0.004516327,0.401897835
487,"2022-01-01    0.025926
2022-02-01    0.018158
2022-03-01    0.021137
2022-04-01    0.017919
2022-05-01    0.032455
2022-06-01    0.062631
2022-07-01    0.097849
2022-08-01    0.102660
2022-09-01    0.090589
2022-10-01    0.055028
2022-11-01    0.023902
2022-12-01    0.019735
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 2, 12), 'n']",0.005269702,0.387866371
488,"2022-01-01    0.025203
2022-02-01    0.019314
2022-03-01    0.022879
2022-04-01    0.019033
2022-05-01    0.031094
2022-06-01    0.059847
2022-07-01    0.087495
2022-08-01    0.088933
2022-09-01    0.090738
2022-10-01    0.056658
2022-11-01    0.024331
2022-12-01    0.021237
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 2, 12), 'c']",0.002905871,0.438605323
489,"2022-01-01    0.016726
2022-02-01    0.012890
2022-03-01    0.019194
2022-04-01    0.019279
2022-05-01    0.042009
2022-06-01    0.060539
2022-07-01    0.084335
2022-08-01    0.080000
2022-09-01    0.078605
2022-10-01    0.049315
2022-11-01    0.028779
2022-12-01    0.028065
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",0.001093278,0.59809019
490,"2022-01-01    0.018162
2022-02-01    0.014663
2022-03-01    0.021340
2022-04-01    0.021694
2022-05-01    0.043995
2022-06-01    0.055626
2022-07-01    0.079870
2022-08-01    0.076910
2022-09-01    0.074999
2022-10-01    0.049686
2022-11-01    0.031036
2022-12-01    0.030333
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",0.002656471,0.379677756
491,"2022-01-01    0.018391
2022-02-01    0.020798
2022-03-01    0.022409
2022-04-01    0.022117
2022-05-01    0.030568
2022-06-01    0.039812
2022-07-01    0.061053
2022-08-01    0.063935
2022-09-01    0.069891
2022-10-01    0.046288
2022-11-01    0.019274
2022-12-01    0.020838
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'n']",0.000404396,0.513016454
492,"2022-01-01    0.013998
2022-02-01    0.014075
2022-03-01    0.020973
2022-04-01    0.017754
2022-05-01    0.036112
2022-06-01    0.039351
2022-07-01    0.069244
2022-08-01    0.065675
2022-09-01    0.077429
2022-10-01    0.045145
2022-11-01    0.019224
2022-12-01    0.017111
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 'n']",0.000634834,0.559546783
493,"2022-01-01    0.024566
2022-02-01    0.017761
2022-03-01    0.025279
2022-04-01    0.056853
2022-05-01    0.126603
2022-06-01    0.122838
2022-07-01    0.112050
2022-08-01    0.090016
2022-09-01    0.052179
2022-10-01    0.030787
2022-11-01    0.025081
2022-12-01    0.028151
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.002750016,0.337591267
494,"2022-01-01    0.014522
2022-02-01    0.014324
2022-03-01    0.014327
2022-04-01    0.040549
2022-05-01    0.071209
2022-06-01    0.078959
2022-07-01    0.095404
2022-08-01    0.078869
2022-09-01    0.082669
2022-10-01    0.044144
2022-11-01    0.029255
2022-12-01    0.028425
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 2, 12), 'ct']",0.001784992,0.505118762
495,"2022-01-01    0.016341
2022-02-01    0.024182
2022-03-01    0.026153
2022-04-01    0.028261
2022-05-01    0.042305
2022-06-01    0.051644
2022-07-01    0.072824
2022-08-01    0.067646
2022-09-01    0.075608
2022-10-01    0.046577
2022-11-01    0.019285
2022-12-01    0.021565
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'n']",0.001628499,0.368677045
496,"2022-01-01    0.012904
2022-02-01    0.016655
2022-03-01    0.026432
2022-04-01    0.023248
2022-05-01    0.046291
2022-06-01    0.050188
2022-07-01    0.075073
2022-08-01    0.068543
2022-09-01    0.079781
2022-10-01    0.047033
2022-11-01    0.020140
2022-12-01    0.017793
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 1, 12), 'n']",0.002143018,0.323636342
497,"2022-01-01    0.012971
2022-02-01    0.015443
2022-03-01    0.023734
2022-04-01    0.024996
2022-05-01    0.052718
2022-06-01    0.054946
2022-07-01    0.080738
2022-08-01    0.069189
2022-09-01    0.079181
2022-10-01    0.050500
2022-11-01    0.020395
2022-12-01    0.017978
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 'n']",0.002144577,0.304615126
498,"2022-01-01    0.014131
2022-02-01    0.017087
2022-03-01    0.029574
2022-04-01    0.025072
2022-05-01    0.050757
2022-06-01    0.051708
2022-07-01    0.075901
2022-08-01    0.069440
2022-09-01    0.076372
2022-10-01    0.051749
2022-11-01    0.019627
2022-12-01    0.018982
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 1, 2, 12), 'n']",0.004726184,0.204533642
499,"2022-01-01    0.015767
2022-02-01    0.007480
2022-03-01    0.016852
2022-04-01    0.032477
2022-05-01    0.068544
2022-06-01    0.102224
2022-07-01    0.102734
2022-08-01    0.055387
2022-09-01    0.056532
2022-10-01    0.071110
2022-11-01    0.039021
2022-12-01    0.011794
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 2, 12), 'ct']",0.000724634,0.65242055
500,"2022-01-01    0.015146
2022-02-01    0.012777
2022-03-01    0.019306
2022-04-01    0.026514
2022-05-01    0.079724
2022-06-01    0.100311
2022-07-01    0.103062
2022-08-01    0.074503
2022-09-01    0.071065
2022-10-01    0.063569
2022-11-01    0.029425
2022-12-01    0.025997
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",0.000242764,0.861040367
501,"2022-01-01    0.013885
2022-02-01    0.007586
2022-03-01    0.014077
2022-04-01    0.021779
2022-05-01    0.069990
2022-06-01    0.086006
2022-07-01    0.093814
2022-08-01    0.071146
2022-09-01    0.057880
2022-10-01    0.064833
2022-11-01    0.013312
2022-12-01    0.008410
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (1, 1, 2, 12), 't']",0.000804983,0.688522348
502,"2022-01-01    0.013104
2022-02-01    0.012374
2022-03-01    0.017185
2022-04-01    0.025368
2022-05-01    0.064465
2022-06-01    0.066053
2022-07-01    0.086816
2022-08-01    0.082247
2022-09-01    0.076985
2022-10-01    0.063916
2022-11-01    0.018172
2022-12-01    0.013997
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 1, 12), 'c']",0.003345162,0.381744706
503,"2022-01-01    0.011968
2022-02-01    0.010992
2022-03-01    0.022901
2022-04-01    0.025871
2022-05-01    0.058300
2022-06-01    0.060921
2022-07-01    0.091114
2022-08-01    0.082151
2022-09-01    0.076541
2022-10-01    0.057521
2022-11-01    0.017675
2022-12-01    0.014646
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (0, 1, 1, 12), 'n']",0.003092002,0.384326478
504,"2022-01-01    0.012799
2022-02-01    0.012817
2022-03-01    0.024334
2022-04-01    0.027553
2022-05-01    0.059226
2022-06-01    0.062169
2022-07-01    0.095279
2022-08-01    0.082015
2022-09-01    0.075724
2022-10-01    0.055507
2022-11-01    0.018151
2022-12-01    0.015561
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 1, 12), 'n']",0.004803465,0.349370034
505,"2022-01-01    0.013423
2022-02-01    0.015896
2022-03-01    0.023603
2022-04-01    0.030309
2022-05-01    0.060577
2022-06-01    0.061222
2022-07-01    0.091771
2022-08-01    0.084450
2022-09-01    0.076558
2022-10-01    0.053914
2022-11-01    0.018040
2022-12-01    0.014191
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (0, 1, 1, 12), 'n']",0.003204507,0.427131767
506,"2022-01-01    0.016829
2022-02-01    0.017353
2022-03-01    0.027175
2022-04-01    0.032424
2022-05-01    0.065183
2022-06-01    0.061961
2022-07-01    0.097329
2022-08-01    0.083145
2022-09-01    0.073394
2022-10-01    0.055281
2022-11-01    0.017283
2022-12-01    0.013701
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (0, 1, 2, 12), 'c']",0.003415363,0.409162761
507,"2022-01-01    0.013487
2022-02-01    0.012283
2022-03-01    0.019663
2022-04-01    0.032837
2022-05-01    0.056047
2022-06-01    0.057437
2022-07-01    0.093182
2022-08-01    0.087326
2022-09-01    0.075939
2022-10-01    0.047377
2022-11-01    0.017419
2022-12-01    0.014350
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 2, 12), 'n']",0.000805217,0.661109976
508,"2022-01-01    0.008027
2022-02-01    0.006535
2022-03-01    0.010039
2022-04-01    0.026729
2022-05-01    0.046241
2022-06-01    0.049781
2022-07-01    0.091994
2022-08-01    0.082067
2022-09-01    0.062572
2022-10-01    0.035128
2022-11-01    0.008829
2022-12-01    0.005366
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'n']",0.000581466,0.695458283
