cell,predictions,config,mse,nse
1466,"2022-01-01    4759.819948
2022-02-01    3836.015536
2022-03-01    3831.366232
2022-04-01    4305.858365
2022-05-01    4414.912902
2022-06-01    4329.894022
2022-07-01    4193.902250
2022-08-01    4195.526833
2022-09-01    4528.631604
2022-10-01    4565.025719
2022-11-01    4549.493199
2022-12-01    4089.317016
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'n']",295756.7657,-1.182830711
1467,"2022-01-01    4507.202693
2022-02-01    3661.596162
2022-03-01    4155.964519
2022-04-01    4718.295742
2022-05-01    4838.983005
2022-06-01    4749.030054
2022-07-01    4434.178534
2022-08-01    4402.143748
2022-09-01    4764.071057
2022-10-01    4810.193177
2022-11-01    4670.716486
2022-12-01    4221.980937
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 't']",164880.6401,-0.799656243
1468,"2022-01-01    4774.963693
2022-02-01    4117.078636
2022-03-01    4472.119105
2022-04-01    4976.113432
2022-05-01    5040.538307
2022-06-01    5000.340843
2022-07-01    4675.810066
2022-08-01    4645.921974
2022-09-01    5037.574776
2022-10-01    5054.156445
2022-11-01    4911.403071
2022-12-01    4490.021208
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",131185.7365,-0.376681195
1469,"2022-01-01    4558.330786
2022-02-01    4505.918883
2022-03-01    4462.579394
2022-04-01    4420.847652
2022-05-01    4379.673291
2022-06-01    4338.905862
2022-07-01    4298.521200
2022-08-01    4258.512882
2022-09-01    4218.877005
2022-10-01    4179.610046
2022-11-01    4140.708563
2022-12-01    4102.169154
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 0, 12), 'n']",218079.136,-0.672080872
1470,"2022-01-01    4208.601223
2022-02-01    4203.540397
2022-03-01    4198.459568
2022-04-01    4193.358736
2022-05-01    4188.237900
2022-06-01    4183.097061
2022-07-01    4177.936218
2022-08-01    4172.755373
2022-09-01    4167.554524
2022-10-01    4162.333672
2022-11-01    4157.092817
2022-12-01    4151.831958
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 0, 0, 12), 't']",164749.9953,-0.29889758
1471,"2022-01-01    3494.184754
2022-02-01    3622.200539
2022-03-01    3746.108569
2022-04-01    3866.074792
2022-05-01    3982.258453
2022-06-01    4094.812364
2022-07-01    4203.883161
2022-08-01    4309.611560
2022-09-01    4412.132589
2022-10-01    4511.575823
2022-11-01    4608.065600
2022-12-01    4701.721238
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 0, 0, 12), 't']",195499.2995,0.335852023
1472,"2022-01-01    3369.463027
2022-02-01    3487.966537
2022-03-01    3614.087029
2022-04-01    3769.940773
2022-05-01    3967.061249
2022-06-01    3918.975846
2022-07-01    3864.444402
2022-08-01    3768.000427
2022-09-01    3614.887319
2022-10-01    3651.680414
2022-11-01    3663.658046
2022-12-01    3444.577707
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 0, 1, 12), 'n']",148338.5814,0.046541971
1473,"2022-01-01    3826.539057
2022-02-01    3776.947432
2022-03-01    3872.468404
2022-04-01    4036.835323
2022-05-01    4269.990219
2022-06-01    4233.564494
2022-07-01    4173.442173
2022-08-01    4172.713303
2022-09-01    3981.964258
2022-10-01    4092.919706
2022-11-01    3941.469431
2022-12-01    3772.618563
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 0, 1, 12), 'n']",145382.8242,0.253471217
1474,"2022-01-01    3937.413731
2022-02-01    3997.428665
2022-03-01    4089.109496
2022-04-01    4270.109925
2022-05-01    4232.942927
2022-06-01    4500.959673
2022-07-01    4482.342655
2022-08-01    4486.805745
2022-09-01    4230.287108
2022-10-01    4360.117185
2022-11-01    4181.200446
2022-12-01    3982.278389
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 1, 12), 'n']",170747.3123,0.232608582
1475,"2022-01-01    4040.951312
2022-02-01    4076.170405
2022-03-01    4412.529053
2022-04-01    4830.390120
2022-05-01    4875.097516
2022-06-01    4760.349758
2022-07-01    4457.406736
2022-08-01    4495.611049
2022-09-01    4588.848528
2022-10-01    4963.733408
2022-11-01    4836.418752
2022-12-01    4424.276336
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 0, 1, 12), 'c']",152095.4137,0.475786536
1476,"2022-01-01    3615.376248
2022-02-01    3455.302797
2022-03-01    3848.825968
2022-04-01    4919.703198
2022-05-01    5074.077005
2022-06-01    4913.064911
2022-07-01    4549.104863
2022-08-01    4425.173226
2022-09-01    4680.604604
2022-10-01    4527.706114
2022-11-01    4153.685300
2022-12-01    3454.914675
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'n']",200442.4514,0.578120177
1477,"2022-01-01    4328.008078
2022-02-01    4241.906975
2022-03-01    4322.833619
2022-04-01    4553.107208
2022-05-01    4926.927444
2022-06-01    4974.195796
2022-07-01    4815.019049
2022-08-01    4858.817911
2022-09-01    4598.612034
2022-10-01    4662.713941
2022-11-01    4547.092032
2022-12-01    4348.279989
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 1, 12), 'n']",149166.0178,0.523506598
1478,"2022-01-01    3699.188577
2022-02-01    3459.450697
2022-03-01    4033.684030
2022-04-01    4876.378635
2022-05-01    5610.177018
2022-06-01    5571.412880
2022-07-01    5180.806952
2022-08-01    5147.716207
2022-09-01    4684.652316
2022-10-01    4675.985289
2022-11-01    4342.782581
2022-12-01    3575.467465
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 0, 0, 12), 'n']",85482.58447,0.887397732
1479,"2022-01-01    3599.370975
2022-02-01    3257.095846
2022-03-01    3886.276882
2022-04-01    5486.127818
2022-05-01    5848.385856
2022-06-01    5650.514202
2022-07-01    5278.686833
2022-08-01    5141.126184
2022-09-01    5217.879590
2022-10-01    4870.138557
2022-11-01    4245.789528
2022-12-01    3349.842357
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 1, 1, 12), 'ct']",136993.8392,0.865590914
1480,"2022-01-01    3300.818526
2022-02-01    3269.545232
2022-03-01    3888.047518
2022-04-01    5219.530950
2022-05-01    5425.604078
2022-06-01    5222.264572
2022-07-01    4865.069361
2022-08-01    4625.296637
2022-09-01    4788.955125
2022-10-01    4457.448361
2022-11-01    3897.688089
2022-12-01    3240.066813
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 1, 1, 12), 'ct']",253617.1027,0.698375935
1481,"2022-01-01    3501.535804
2022-02-01    3327.546813
2022-03-01    4000.970122
2022-04-01    5281.357654
2022-05-01    5410.321485
2022-06-01    4983.022031
2022-07-01    4630.983258
2022-08-01    4430.863268
2022-09-01    4707.418123
2022-10-01    4521.247959
2022-11-01    4102.041107
2022-12-01    3539.869901
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 0, 2, 12), 'n']",238532.189,0.623028498
1482,"2022-01-01    3448.108028
2022-02-01    3609.425814
2022-03-01    4184.014748
2022-04-01    5030.523038
2022-05-01    4809.919023
2022-06-01    4451.913644
2022-07-01    4245.494402
2022-08-01    4023.292826
2022-09-01    4114.834954
2022-10-01    4059.235371
2022-11-01    4011.159592
2022-12-01    3743.197355
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",195589.316,0.286908791
1483,"2022-01-01    3059.237617
2022-02-01    3115.132729
2022-03-01    3706.147496
2022-04-01    4892.723553
2022-05-01    5338.500712
2022-06-01    5021.327072
2022-07-01    4579.522846
2022-08-01    4438.966444
2022-09-01    4533.504549
2022-10-01    4381.518424
2022-11-01    3965.442535
2022-12-01    3399.591906
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (2, 1, 2, 12), 'n']",149641.142,0.769514251
1484,"2022-01-01    3013.977501
2022-02-01    3004.855891
2022-03-01    3489.928199
2022-04-01    4709.717624
2022-05-01    5414.980357
2022-06-01    5288.217116
2022-07-01    4853.358652
2022-08-01    4693.765470
2022-09-01    4768.718867
2022-10-01    4457.597857
2022-11-01    3864.536113
2022-12-01    3107.382177
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 't']",244485.8114,0.757660974
1485,"2022-01-01    3180.944895
2022-02-01    3166.864696
2022-03-01    3648.999358
2022-04-01    4888.680199
2022-05-01    5760.464961
2022-06-01    5696.465217
2022-07-01    5418.962194
2022-08-01    5242.928315
2022-09-01    5216.846775
2022-10-01    4755.653587
2022-11-01    3974.631214
2022-12-01    3386.130046
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",143641.0636,0.865486692
1486,"2022-01-01    3408.921766
2022-02-01    3460.776967
2022-03-01    4034.428949
2022-04-01    5164.688444
2022-05-01    5569.295305
2022-06-01    5337.496131
2022-07-01    5106.794798
2022-08-01    5045.167695
2022-09-01    4891.374210
2022-10-01    4522.017911
2022-11-01    3998.177516
2022-12-01    3660.526541
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 1, 12), 'ct']",151215.8633,0.749192436
1487,"2022-01-01    4027.902061
2022-02-01    4061.307697
2022-03-01    4279.842903
2022-04-01    4779.448105
2022-05-01    4764.871086
2022-06-01    4682.904219
2022-07-01    4794.991288
2022-08-01    4732.412564
2022-09-01    4166.519239
2022-10-01    4041.505774
2022-11-01    4085.262768
2022-12-01    3888.542642
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 0, 0, 12), 'n']",96302.98322,0.541325755
1488,"2022-01-01    4082.850807
2022-02-01    3997.498340
2022-03-01    4170.205575
2022-04-01    4538.904893
2022-05-01    4504.355394
2022-06-01    4342.567470
2022-07-01    4417.888819
2022-08-01    4100.925218
2022-09-01    3731.089691
2022-10-01    3676.596926
2022-11-01    3788.204627
2022-12-01    3690.706089
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (1, 0, 0, 12), 'n']",134512.5808,0.338189517
1489,"2022-01-01    3823.148150
2022-02-01    3677.061010
2022-03-01    3703.501510
2022-04-01    3922.567910
2022-05-01    4020.450979
2022-06-01    3966.598613
2022-07-01    3779.657986
2022-08-01    3542.577482
2022-09-01    3384.484295
2022-10-01    3354.238501
2022-11-01    3423.861744
2022-12-01    3297.972607
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 1, 12), 'n']",104815.4385,0.565471006
1490,"2022-01-01    3677.084671
2022-02-01    3817.397909
2022-03-01    4388.938385
2022-04-01    5148.771612
2022-05-01    4588.880919
2022-06-01    3825.547793
2022-07-01    3778.373516
2022-08-01    3612.906723
2022-09-01    3115.695756
2022-10-01    3010.481946
2022-11-01    3102.313920
2022-12-01    3216.260620
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 1, 12), 'ct']",120603.9353,0.667548579
1491,"2022-01-01    4406.863805
2022-02-01    4001.551804
2022-03-01    4117.004573
2022-04-01    4839.549748
2022-05-01    4915.613546
2022-06-01    4455.858157
2022-07-01    4493.725651
2022-08-01    4051.105053
2022-09-01    3415.718059
2022-10-01    3579.597660
2022-11-01    4050.832570
2022-12-01    4094.768635
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 0, 12), 't']",112661.4333,0.67099458
1492,"2022-01-01    3578.581102
2022-02-01    3697.695460
2022-03-01    4440.222048
2022-04-01    5232.132061
2022-05-01    4781.390925
2022-06-01    3861.650775
2022-07-01    3779.339709
2022-08-01    3700.774517
2022-09-01    3255.951402
2022-10-01    3097.023960
2022-11-01    3072.705854
2022-12-01    3199.390234
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",112240.6147,0.739865597
1493,"2022-01-01    2966.794999
2022-02-01    3323.960466
2022-03-01    3552.414384
2022-04-01    4427.562441
2022-05-01    5097.386051
2022-06-01    5050.265890
2022-07-01    4610.612030
2022-08-01    4052.025241
2022-09-01    4569.704491
2022-10-01    4123.203965
2022-11-01    3210.525807
2022-12-01    3637.318121
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (0, 1, 1, 12), 'n']",98797.04036,0.802475248
1494,"2022-01-01    3349.280504
2022-02-01    2858.183429
2022-03-01    3118.574230
2022-04-01    4426.286384
2022-05-01    5546.154379
2022-06-01    5329.044623
2022-07-01    4714.920862
2022-08-01    3870.787501
2022-09-01    4067.919399
2022-10-01    3698.614915
2022-11-01    3650.908554
2022-12-01    3289.160912
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 1, 2, 12), 'ct']",175843.546,0.839267602
1495,"2022-01-01    4141.571905
2022-02-01    3819.867500
2022-03-01    4394.929211
2022-04-01    4840.036076
2022-05-01    5142.264188
2022-06-01    5277.750891
2022-07-01    5267.963754
2022-08-01    5107.012318
2022-09-01    5854.519386
2022-10-01    5369.665343
2022-11-01    4422.912023
2022-12-01    4389.200334
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 1, 12), 'n']",272175.1182,0.615012069
1496,"2022-01-01    4230.876804
2022-02-01    3885.037232
2022-03-01    4326.317620
2022-04-01    4711.037778
2022-05-01    5001.735832
2022-06-01    5214.949007
2022-07-01    5334.566379
2022-08-01    5290.691590
2022-09-01    5882.322399
2022-10-01    5580.996529
2022-11-01    5148.570472
2022-12-01    4385.942058
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 1, 12), 'n']",231542.5764,0.650384933
1497,"2022-01-01    4407.602546
2022-02-01    4069.396061
2022-03-01    4673.783979
2022-04-01    4947.587661
2022-05-01    5341.050167
2022-06-01    5467.645994
2022-07-01    5543.948919
2022-08-01    5336.529492
2022-09-01    6116.646860
2022-10-01    5683.890582
2022-11-01    5006.519139
2022-12-01    4476.800010
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 1, 12), 'n']",408476.7927,0.521126634
1498,"2022-01-01    4064.505021
2022-02-01    4053.894344
2022-03-01    4074.889983
2022-04-01    4289.367533
2022-05-01    4989.898981
2022-06-01    5020.575834
2022-07-01    4996.582302
2022-08-01    4635.312354
2022-09-01    4664.992611
2022-10-01    4668.903755
2022-11-01    4509.088483
2022-12-01    4292.040151
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 0, 12), 'ct']",514575.173,0.229710981
1499,"2022-01-01    4009.843690
2022-02-01    3909.025279
2022-03-01    3774.780749
2022-04-01    4046.506134
2022-05-01    4789.381250
2022-06-01    5076.010882
2022-07-01    4981.307838
2022-08-01    4537.901501
2022-09-01    4507.943923
2022-10-01    4438.561666
2022-11-01    4239.236767
2022-12-01    4085.159769
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'ct']",451528.1855,0.324513682
1500,"2022-01-01    4794.790822
2022-02-01    4044.137229
2022-03-01    4047.016229
2022-04-01    4094.732117
2022-05-01    4459.148616
2022-06-01    4724.102371
2022-07-01    4681.338523
2022-08-01    4506.276538
2022-09-01    4445.851587
2022-10-01    4560.169891
2022-11-01    4227.238026
2022-12-01    4307.211338
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 0, 12), 'ct']",669404.6049,0.046621687
1501,"2022-01-01    3955.088104
2022-02-01    3808.909752
2022-03-01    3827.739374
2022-04-01    4049.851140
2022-05-01    4567.506592
2022-06-01    4670.575013
2022-07-01    4535.438763
2022-08-01    4272.056609
2022-09-01    4216.321916
2022-10-01    4247.893541
2022-11-01    4155.938523
2022-12-01    4078.023306
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 'ct']",380350.1418,0.006021434
1502,"2022-01-01    4678.730549
2022-02-01    4072.765937
2022-03-01    4927.119289
2022-04-01    5381.428365
2022-05-01    5834.174033
2022-06-01    5776.913882
2022-07-01    5736.866040
2022-08-01    5261.665660
2022-09-01    5799.613184
2022-10-01    5676.538494
2022-11-01    5466.585302
2022-12-01    4783.901214
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 1, 12), 'n']",744159.9211,0.166949344
1503,"2022-01-01    2548.108096
2022-02-01    3502.604421
2022-03-01    3484.863058
2022-04-01    4734.512344
2022-05-01    5489.642339
2022-06-01    6209.520080
2022-07-01    5923.396162
2022-08-01    5943.603906
2022-09-01    7312.983027
2022-10-01    6412.330989
2022-11-01    4858.000705
2022-12-01    5271.294141
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 2, 12), 'c']",1071327.84,-0.034846589
1504,"2022-01-01    4650.742475
2022-02-01    4525.879819
2022-03-01    4485.050958
2022-04-01    4505.478655
2022-05-01    4674.102226
2022-06-01    4705.435985
2022-07-01    4705.093210
2022-08-01    4614.692825
2022-09-01    4554.840513
2022-10-01    4572.650052
2022-11-01    4558.892211
2022-12-01    4530.955628
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 0, 12), 'ct']",729721.8335,-0.166709915
1505,"2022-01-01    4858.832219
2022-02-01    4785.176512
2022-03-01    4807.635006
2022-04-01    4889.966119
2022-05-01    4881.834292
2022-06-01    4908.283853
2022-07-01    4845.630658
2022-08-01    4778.499362
2022-09-01    4870.770479
2022-10-01    4822.832475
2022-11-01    4762.559698
2022-12-01    4726.260224
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 0, 12), 'ct']",628878.162,-0.506739527
1506,"2022-01-01    4342.216670
2022-02-01    3910.100082
2022-03-01    4654.982120
2022-04-01    5174.142553
2022-05-01    5274.411515
2022-06-01    5529.622984
2022-07-01    5128.070969
2022-08-01    4742.291974
2022-09-01    4956.439573
2022-10-01    4653.774329
2022-11-01    4202.825050
2022-12-01    3857.539763
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",267594.5173,0.349121846
1507,"2022-01-01    4690.858468
2022-02-01    3865.294682
2022-03-01    4526.989916
2022-04-01    5187.040283
2022-05-01    5418.406389
2022-06-01    5239.697901
2022-07-01    4831.217921
2022-08-01    4475.117270
2022-09-01    4788.129127
2022-10-01    4786.943030
2022-11-01    4645.654013
2022-12-01    3724.724654
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",470252.5203,-0.335903019
1508,"2022-01-01    4899.836476
2022-02-01    3667.516586
2022-03-01    4228.529008
2022-04-01    4641.122339
2022-05-01    4533.675746
2022-06-01    4924.890485
2022-07-01    4664.294062
2022-08-01    4204.877761
2022-09-01    4440.094247
2022-10-01    4572.753320
2022-11-01    4552.615472
2022-12-01    3900.263216
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",308471.4664,-0.624568464
1509,"2022-01-01    4312.331650
2022-02-01    4483.594521
2022-03-01    4893.136030
2022-04-01    5510.729296
2022-05-01    5279.575825
2022-06-01    5298.804651
2022-07-01    5105.075436
2022-08-01    4886.035557
2022-09-01    5209.124054
2022-10-01    5125.944439
2022-11-01    4562.636608
2022-12-01    4374.902299
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 1, 2, 12), 'ct']",189585.0991,-0.483419156
1510,"2022-01-01    4554.556528
2022-02-01    4629.060156
2022-03-01    4701.083748
2022-04-01    5049.816331
2022-05-01    4963.661989
2022-06-01    5234.575460
2022-07-01    5243.447831
2022-08-01    5187.261770
2022-09-01    5195.908816
2022-10-01    5223.314959
2022-11-01    5041.463610
2022-12-01    5054.676129
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'ct']",95254.27525,0.055389011
1511,"2022-01-01    3056.344368
2022-02-01    3819.210189
2022-03-01    3807.878260
2022-04-01    4697.460653
2022-05-01    4962.093457
2022-06-01    4159.482990
2022-07-01    4049.857794
2022-08-01    4355.904535
2022-09-01    4532.200617
2022-10-01    4585.082624
2022-11-01    3904.120050
2022-12-01    3590.339898
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 2, 12), 't']",125914.8106,0.2433653
1512,"2022-01-01    4558.330786
2022-02-01    4505.918883
2022-03-01    4462.579394
2022-04-01    4420.847652
2022-05-01    4379.673291
2022-06-01    4338.905862
2022-07-01    4298.521200
2022-08-01    4258.512882
2022-09-01    4218.877005
2022-10-01    4179.610046
2022-11-01    4140.708563
2022-12-01    4102.169154
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 0, 12), 'n']",218079.136,-0.672080872
1513,"2022-01-01    4208.601223
2022-02-01    4203.540397
2022-03-01    4198.459568
2022-04-01    4193.358736
2022-05-01    4188.237900
2022-06-01    4183.097061
2022-07-01    4177.936218
2022-08-01    4172.755373
2022-09-01    4167.554524
2022-10-01    4162.333672
2022-11-01    4157.092817
2022-12-01    4151.831958
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 0, 0, 12), 't']",164749.9953,-0.29889758
1514,"2022-01-01    3529.504725
2022-02-01    3484.032111
2022-03-01    3741.316615
2022-04-01    4486.020476
2022-05-01    4621.634035
2022-06-01    4430.098414
2022-07-01    4139.015911
2022-08-01    4050.810153
2022-09-01    4270.978394
2022-10-01    4234.963497
2022-11-01    3995.680129
2022-12-01    3536.627138
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'n']",119310.6841,-0.026013506
1515,"2022-01-01    4081.5
2022-02-01    4081.5
2022-03-01    4081.5
2022-04-01    4081.5
2022-05-01    4081.5
2022-06-01    4081.5
2022-07-01    4081.5
2022-08-01    4081.5
2022-09-01    4081.5
2022-10-01    4081.5
2022-11-01    4081.5
2022-12-01    4081.5
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 0, 0, 12), 'n']",155049.0208,-0.00187659
1516,"2022-01-01    4045.122484
2022-02-01    4095.345538
2022-03-01    4176.846200
2022-04-01    4262.948986
2022-05-01    4348.595841
2022-06-01    4432.857959
2022-07-01    4515.594431
2022-08-01    4596.813856
2022-09-01    4676.552402
2022-10-01    4754.850528
2022-11-01    4831.748569
2022-12-01    4907.285920
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 0, 12), 't']",149182.4476,0.305430367
1517,"2022-01-01    4164.749292
2022-02-01    4193.215201
2022-03-01    4270.758205
2022-04-01    4347.052942
2022-05-01    4422.131186
2022-06-01    4496.023900
2022-07-01    4568.761262
2022-08-01    4640.372678
2022-09-01    4710.886810
2022-10-01    4780.331587
2022-11-01    4848.734227
2022-12-01    4916.121258
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (0, 0, 0, 12), 't']",173065.9363,0.259256986
1518,"2022-01-01    3851.655211
2022-02-01    3960.457259
2022-03-01    4402.441556
2022-04-01    4811.892281
2022-05-01    4715.595641
2022-06-01    4494.579598
2022-07-01    4225.998758
2022-08-01    4304.239990
2022-09-01    4509.755580
2022-10-01    4862.558610
2022-11-01    4656.673370
2022-12-01    4188.434177
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 0, 1, 12), 'n']",257627.2023,0.464267573
1519,"2022-01-01    3615.376248
2022-02-01    3455.302797
2022-03-01    3848.825968
2022-04-01    4919.703198
2022-05-01    5074.077005
2022-06-01    4913.064911
2022-07-01    4549.104863
2022-08-01    4425.173226
2022-09-01    4680.604604
2022-10-01    4527.706114
2022-11-01    4153.685300
2022-12-01    3454.914675
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'n']",200442.4514,0.578120177
1520,"2022-01-01    3555.207278
2022-02-01    3376.440491
2022-03-01    3897.461721
2022-04-01    5243.001485
2022-05-01    5534.442228
2022-06-01    5301.304005
2022-07-01    4872.526294
2022-08-01    4817.607214
2022-09-01    5031.993730
2022-10-01    4788.580807
2022-11-01    4301.971407
2022-12-01    3483.265099
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",167197.1949,0.653909252
1521,"2022-01-01    3443.193451
2022-02-01    3147.778427
2022-03-01    3839.890813
2022-04-01    5396.548355
2022-05-01    5834.534889
2022-06-01    5586.270833
2022-07-01    5163.965844
2022-08-01    5099.794143
2022-09-01    5107.160363
2022-10-01    4795.940543
2022-11-01    4198.147925
2022-12-01    3302.059091
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 1, 2, 12), 'ct']",89795.27555,0.891065217
1522,"2022-01-01    3565.065726
2022-02-01    3238.154764
2022-03-01    3881.364788
2022-04-01    5383.086915
2022-05-01    5791.580957
2022-06-01    5645.254272
2022-07-01    5245.122741
2022-08-01    5186.578401
2022-09-01    5197.525633
2022-10-01    4873.646423
2022-11-01    4394.609278
2022-12-01    3300.194139
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 1, 2, 12), 'ct']",95828.37444,0.891025794
1523,"2022-01-01    3506.128342
2022-02-01    3518.049570
2022-03-01    4092.161625
2022-04-01    5543.439947
2022-05-01    5973.582002
2022-06-01    5757.242373
2022-07-01    5416.229918
2022-08-01    5208.225517
2022-09-01    5302.987231
2022-10-01    4955.133215
2022-11-01    4319.830951
2022-12-01    3619.143646
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 2, 12), 'n']",260103.1764,0.743536304
1524,"2022-01-01    3789.413295
2022-02-01    3540.648273
2022-03-01    4084.163039
2022-04-01    5383.666585
2022-05-01    5616.269188
2022-06-01    5288.175418
2022-07-01    4840.842274
2022-08-01    4618.230704
2022-09-01    4740.071348
2022-10-01    4559.351760
2022-11-01    4373.747689
2022-12-01    3629.894104
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'c']",255467.2704,0.654990076
1525,"2022-01-01    3612.940669
2022-02-01    3471.367686
2022-03-01    4086.864809
2022-04-01    5381.894001
2022-05-01    5704.727212
2022-06-01    5411.741652
2022-07-01    4937.184785
2022-08-01    4767.394063
2022-09-01    4931.688344
2022-10-01    4805.039351
2022-11-01    4531.260258
2022-12-01    3763.126107
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'n']",355253.5838,0.51519561
1526,"2022-01-01    3311.886121
2022-02-01    3185.360042
2022-03-01    3675.634263
2022-04-01    5276.493598
2022-05-01    6151.873615
2022-06-01    6036.078493
2022-07-01    5552.803262
2022-08-01    5401.959539
2022-09-01    5497.623415
2022-10-01    5134.427386
2022-11-01    4353.113789
2022-12-01    3445.665793
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'n']",149777.1012,0.873794032
1527,"2022-01-01    3013.977501
2022-02-01    3004.855891
2022-03-01    3489.928199
2022-04-01    4709.717624
2022-05-01    5414.980357
2022-06-01    5288.217116
2022-07-01    4853.358652
2022-08-01    4693.765470
2022-09-01    4768.718867
2022-10-01    4457.597857
2022-11-01    3864.536113
2022-12-01    3107.382177
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 't']",244485.8114,0.757660974
